user,text,score,ID,Thumbs Up Count,date,sentiment,sentiment_description,interpreted_sentiment,sentiment_score,,,,
Felipe Fonseca,excelente.,5,gp:AOqpTOEl0S8k7dzWbvdfB1OZEMSuIgxjeV6AQiy3yYu_Zy-ZJ0EjKJKMbOjD5o-D8FiVQ5oGltbq63B6s8v7gBQ,0,2021-06-28 21:04,"The sentiment of the text is positive. The word ""excelente"" is Spanish for ""excellent,"" which conveys a strong positive emotion.",excelente.,positive,1,,,,
josue aminadab mejia morales,😊,5,gp:AOqpTOFQ0GVFkCH4Qx0gCYoR8n32PBxas43Z_noNbD2MFSqsMywUob8Hewdf4anY5wqke0zi02e8RB_sb8JKQZ0,0,2021-06-28 21:01,"The sentiment of the text is positive. The text is a single emoji, specifically the ""smiling face with smiling eyes"" emoji. This emoji is often used to convey happiness, joy, or satisfaction, which are all positive emotions.",😊,positive,1,,,,
Angelitrus,Excelente,5,gp:AOqpTOFr6zJ2Qzzl1g_Q8QGAb4S_Bfu6sHyP3PW7rOAce4gmn3XtvUbI0U6ZP_XVkLjj5ugrPt_2JK7rrI1GQAY,0,2021-06-28 20:55,"The sentiment of the text is positive. The word ""Excelente"" is Spanish and translates to ""Excellent"" in English, which is generally associated with a positive sentiment.",Excelente,positive,1,,,,
Alquiver Acosta,Es buena,4,gp:AOqpTOGVwE8PikUofa3nrafbbzZoWYoBV_VN2xSkDBWjYpqoV2ltkktpzlKZftz1aUKjA_zpkkCuNW1jZqPNL-U,0,2021-06-28 20:52,"The sentiment of the text ""Es buena"" is generally positive. This is a Spanish phrase that translates to ""It's good"" in English. The use of the word ""buena"" (good) indicates a positive sentiment or approval.",Es buena,positive,1,,,,
angelosvlad cruz rivera,Chida,4,gp:AOqpTOGAxsEvCgzpCzxwK4VOKEJjhFxKwQeXWY9Z0ZUgjbYgHtIOc_myHwqL-wxlaHhb_7gNmHG127s5k4USs8c,0,2021-06-28 20:50,"The text provided, ""Chida"", is a single word and does not provide enough context to determine a sentiment. It's a Spanish slang term that can mean ""cool"" or ""awesome"", but without additional context, it's impossible to determine the sentiment. Therefore, the sentiment is neutral.",Chida,positive,1,,,,
Edgar Rivas,Excelente abc,5,gp:AOqpTOHEpaDMNWMj-FCHfno3Kz-S6Z4-cn_gbgisbo6mxJUg9OdtZRAy9q2vPb7JczjD9tBKfXXp3Pw65F2mzcQ,0,2021-06-28 20:32,"The sentiment of the text is positive. The word ""excelente"" is a Spanish word that translates to ""excellent"" in English, which is a positive adjective. The term ""abc"" doesn't convey any specific sentiment on its own, but in this context, it seems to be positively associated due to the preceding adjective.",Excelente abc,positive,1,,,,
olben jose oropeza,Muy buena,4,gp:AOqpTOFS08l7mWHtdv0TlSRbkc5DhT-UZ9S-ON7aVdQYBytZBUumTuxYvmLBkFNF6dKfNsm_EwF9kZdxiirscXQ,0,2021-06-28 20:23,"The sentiment of the text is positive. The phrase ""Muy buena"" is Spanish and translates to ""very good"" in English, which indicates a positive sentiment.",Muy buena,positive,1,,,,
Sandy Key,Es muy buena a cambios de otros aplicativo me siento muy satisfecho con esta aplicacion 👍,5,gp:AOqpTOHfUG-HNJA9qplmldLdtXw30lf_5b19punQzp0Lz0jQrwujtw88HaVK46U1ViIJm7yiem0vqKfUu5pJBcc,0,2021-06-28 20:19,"The sentiment of the text is generally positive. The user expresses satisfaction with the application, stating that it is ""very good"" compared to other applications. The use of the thumbs-up emoji further emphasizes the positive sentiment.",Es muy buena a cambios de otros aplicativo me siento muy satisfecho con esta aplicacion 👍,positive,1,,,,
Wilson Yepes,Muy completa,5,gp:AOqpTOF7AOxwqD41WS5fzEHeMR57HURZ9m7UhIMdQW78hkdJA6BPQ87B2bu1c02h_gKm7Rsjayx6lJ5TYtC52zc,0,2021-06-28 20:18,"The sentiment of the text ""Muy completa"" is generally positive. This Spanish phrase translates to ""very complete"" in English, which suggests satisfaction or approval. The use of the word ""muy"" (very) intensifies the positive sentiment.",Muy completa,positive,1,,,,
Luis Mendoza,Excelente app,5,gp:AOqpTOGA79GSGt86o5n-RNJ3wCsL1LgGgnbM1Cg2biMe1SfKwI-EL7LG9h-A3cOyBsfvyaGqinm-px93ssMrsCA,0,2021-06-28 20:12,"The sentiment of the text is positive. The text is in Spanish and translates to ""Excellent app"" in English. The use of the word ""excelente"" indicates a high level of satisfaction or approval, which is a positive sentiment.",Excelente app,positive,1,,,,
Vergara Sebastian,Wena,5,gp:AOqpTOG_kysnHdtBupCt7NBhFZ8ZBIBdla_-sqEFmJQVgjqcXDpIRQjFI7a8t7Su3NeMWro0dG29o9tjn9O-i_U,0,2021-06-28 20:07,"The text provided, ""Wena"", is a single word and it's a colloquial term used in Chilean Spanish, often as a friendly greeting or to refer to a person. Without additional context or further text, it's challenging to determine the sentiment. Therefore, the sentiment of this text is neutral.",Wena,positive,1,,,,
Luiyer Rios Blanco,Facil de usar,5,gp:AOqpTOHCSesd16kuKK6jhlNkhuF0vUMCnG_EYA_y8up7_SQLvuGdP6ghZrfcwsrBi_869EDKhMK8Qw1qDED-l5g,0,2021-06-28 20:02,"The sentiment of the text is generally positive. The phrase ""Facil de usar"" is Spanish and translates to ""Easy to use"" in English. This indicates a positive sentiment as it suggests satisfaction or ease with whatever is being referred to.",Facil de usar,positive,1,,,,
Cesar Sarabia,Muy buena aplicacion la verdad si sirve muy bien la recomiendo,5,gp:AOqpTOEBQJLmE33a6h2bAhFD8eqWg6x4bzujyaJ-9FIm2OoiLuXchsePYBSqvlVegZgGYpxvc1dusVQ_xAdrRBw,0,2021-06-28 20:01,"The sentiment of the text is generally positive. The text is in Spanish and translates to ""Very good application, the truth is it works very well, I recommend it."" The user expresses satisfaction with the application, stating that it works well and even recommends it. This indicates a positive sentiment towards the application.",Muy buena aplicacion la verdad si sirve muy bien la recomiendo,positive,1,,,,
RAYNER ROBEIKER MONSALVE ARRAIZ,Excelente,5,gp:AOqpTOH9qENTlySuwLy24wURvM_317L05XYH1dbL2Se7D1utqC2Y3HMP7AFNm8Q7qP9UaI93q-D9nS1JqCj1G5I,0,2021-06-28 19:45,"The sentiment of the text is positive. The word ""Excelente"" is Spanish and translates to ""Excellent"" in English, which is a positive sentiment.",Excelente,positive,1,,,,
Yonathan Terrazas,Excelente,5,gp:AOqpTOGvKHoatI1yUjTvJmcT6ep9duXW4xQhyc_1YzikC_bGRAv3uBo80Mqu8J1busHESSLD2Emp_WrXFHwNTvg,0,2021-06-28 19:44,"The sentiment of the text is positive. The word ""Excelente"" is Spanish and translates to ""Excellent"" in English, which is generally used to express a high degree of approval or pleasure.",Excelente,positive,1,,,,
Ronald Garcia Arenas,Excelente app💪⭐⭐⭐⭐⭐💪🌟🌟🌟,5,gp:AOqpTOES_qKm5jxYLJHAHZ9EocxNUSB0qhZMh9--qa357eUnhmiY6PpN_H6fsneV5wTCLhPOpHktCVVCXrri3Ds,0,2021-06-28 19:42,"The sentiment of the text is extremely positive. The user has used the word ""Excelente"" which means ""excellent"" in Spanish, indicating a high level of satisfaction. The use of strong, positive emojis such as the flexed biceps (""💪"") and stars (""⭐🌟"") further emphasize this positive sentiment. The five stars likely represent a maximum rating, which is another strong indicator of positive sentiment.",Excelente app💪⭐⭐⭐⭐⭐💪🌟🌟🌟,positive,1,,,,
edwar ladino,Bien,5,gp:AOqpTOFnj3-TohXxv-rDsFoi0avIaExmqN_Ecs-u6SO7tCvleaCvNDd48-JWxHh4mO9wXRt1LmPV1H0IjM3Yp9k,0,2021-06-28 19:40,"The sentiment of the text ""Bien"" is generally positive. This is a Spanish word that translates to ""good"" or ""well"" in English. The sentiment is positive because the word ""bien"" is often used to express satisfaction or approval.",Bien,positive,1,,,,
Juan Mareco,Super bien gracias!!,5,gp:AOqpTOG6bLjpDq5xR1KfnvB6BpJ1hCpFCYQIlgwuvsqV3sEgddtAHoVwBJPdns3fEgswca4Ds5e34hDK3YE8VbE,0,2021-06-28 19:36,"The sentiment of the text is generally positive. The phrase ""Super bien gracias!!"" translates to ""Super good, thank you!!"" in English. The use of the word ""super"" as an intensifier suggests a high degree of positivity, and the double exclamation marks indicate strong emotion, likely happiness or satisfaction.",Super bien gracias!!,positive,1,,,,
dany alexander ibañez,Genial,5,gp:AOqpTOHU6SSX-tcetCJ5ifl25yIZ7kMFbqfUHQgyf6euYJTQGbr8fhdFf10cwlSZ_1KpSCXZqGLTmbTKK8Yg8E0,0,2021-06-28 19:34,"The sentiment of the text ""Genial"" is generally positive. The word ""genial"" is often used to express approval or satisfaction, indicating a positive sentiment.",Genial,positive,1,,,,
Eren Jaeger,Bueno,5,gp:AOqpTOHlw5fy_BQj9XBHEC9Qg9f097gfGnmGhK36Y1Gc6yKIxiGNCzn0YKIWN7Jk_65WAuo1ADf17cbU1Dnvd7A,0,2021-06-28 19:32,"The sentiment of the text ""Bueno"" is neutral. This is a Spanish word that translates to ""good"" in English. However, without additional context, it's difficult to determine the sentiment as it can be used in various contexts with different emotional connotations.",Bueno,positive,1,,,,
Sebastian Braña,Excelente,5,gp:AOqpTOGHwRGuVvPrfjIVpEENoaS8xNMpY3FNSSQ9a7fnqAdSu0_I0bggGd9pquKbfopymjDd6aB53SyKUbhlzhM,0,2021-06-28 19:22,"The sentiment of the text is positive. The word ""Excelente"" is Spanish and translates to ""Excellent"" in English, which is generally associated with a positive sentiment.",Excelente,positive,1,,,,
Victoria Gomez,Me voy hacer millonario,5,gp:AOqpTOG0yOQMQD3nY0f2cYPt8rKe8vBam-HMudRb6BEuTb0o8JKkBiWpBBiICpmso6qZSXOc-8OwCrxG_oiac9Q,0,2021-06-28 19:20,"The sentiment of the text is generally positive. The phrase ""Me voy hacer millonario"" translates to ""I'm going to become a millionaire"" in English. This statement expresses a positive outlook and ambition for the future, indicating a sense of optimism and confidence.",Me voy hacer millonario,positive,1,,,,
Freddy Duran,Deben tener mas consideracion con los repartidores... hay direcciones que estan malas he echo las sugerencias correspondientes y no hacen nada.... deben escuchar la opinion y lo ocurrido por parte del repartidor xq en estos casos los repartidores estamos expuestos a lo que el cliente quiera decir de nosotros.,3,gp:AOqpTOFnye5STWN3H_LHU8xQRmS3AExlrpY2_yGo-Tcn7MHGM2g_dbcc5vGBB6Qc2KordhjXOdLqTT7U9mw1Z6A,0,2021-06-28 19:14,"The sentiment of the text is generally negative. The author expresses dissatisfaction and frustration with the lack of consideration for delivery drivers, the inaccuracy of addresses, and the lack of action taken despite their suggestions. They also express concern about being vulnerable to customers' opinions. The use of phrases like ""deben tener mas consideracion"", ""estan malas"", ""no hacen nada"", and ""estamos expuestos"" all contribute to the overall negative sentiment.",Deben tener mas consideracion con los repartidores... hay direcciones que estan malas he echo las sugerencias correspondientes y no hacen nada.... deben escuchar la opinion y lo ocurrido por parte del repartidor xq en estos casos los repartidores estamos expuestos a lo que el cliente quiera decir de nosotros.,negative,-1,,,,
Sidney garcia barrale,Buenas,5,gp:AOqpTOEEbjkt3wzuCFFjis4MwDtOdpYqcfEbAv1wcX9XR6g3RbIEir5Ee_L2CmOYey6m4BvpUA8vaRiEZnylyvg,0,2021-06-28 19:12,"The sentiment of the text ""Buenas"" is neutral. This is a common Spanish greeting that can be translated as ""good"" or ""hello"". It does not express any particular positive or negative emotion, but rather a neutral and polite acknowledgment or greeting.",Buenas,neutral,0,,,,
Giovanni Martinez,Contesto rapido gracias,5,gp:AOqpTOEnoKl_LShSM00JMfo-meGjL-vGYMPYyfAK3Bw8G1Z266tNsDI0v6aLzMT9NJSKTXZCZnWo-AXszgdPBbE,0,2021-06-28 19:10,"The sentiment of the text is generally neutral. The text is in Spanish and translates to ""Quick context thanks"". It is a simple statement expressing gratitude, but without any strong positive or negative emotions conveyed.",Contesto rapido gracias,neutral,0,,,,
The Samu FF,Exelente,5,gp:AOqpTOHVFdzO7PeGkSg3HMwBUHZooTskCdMgOu8NUK_Yhopp5rg1LafD1Ed33g2v6Ekv7Qiu1oxGz2rGrNDBOHE,0,2021-06-28 19:09,"The sentiment of the text is positive. The word ""Exelente"" is a misspelling of ""Excelente"", which means ""excellent"" in Spanish. This word is often used to express a high degree of satisfaction or approval, which is a positive sentiment.",Exelente,positive,1,,,,
Realyt 1,Rappi es una dictadura.,1,gp:AOqpTOEk2LoCyD5Aqnywq60d1CDbHqtNLY_1KeuwMMkb_1q-99RWO7jOQkwOGCsDn-tlJpFTJbv-uW6CK9rjzvY,0,2021-06-28 19:08,"The sentiment of the text is negative. The text is in Spanish and translates to ""Rappi is a dictatorship."" The use of the term ""dictatorship"" generally carries a negative connotation, suggesting oppression or lack of freedom. Therefore, the sentiment towards Rappi, presumably a company or service, is negative in this context.",Rappi es una dictadura.,negative,-1,,,,
Noe Alfredo Aguilar Martinez,"Es buena app para generar, aunque las distancias que maneja son largas y el pago es bajo, pero aun asi es buena app..",5,gp:AOqpTOGx1MxNypUiQXAp3TT3JQg-NjiyhTGvtW9yxuS5RuKhHMllo7nzOBiJGGzqm5aP8_X1R0BsMy5UqGrXG5w,0,2021-06-28 19:08,"The sentiment of the text is mixed. The user acknowledges that the app is good for generating (possibly income or results), which is a positive sentiment. However, they also mention that the distances involved are long and the payment is low, which introduces a negative sentiment. The final statement reiterates that despite these issues, the app is still considered good, bringing the sentiment back to positive. Overall, the sentiment seems to balance out, making it mixed.","Es buena app para generar, aunque las distancias que maneja son largas y el pago es bajo, pero aun asi es buena app..",neutral,0,,,,
Roxana Coromoto Carmona Molina,Atento,5,gp:AOqpTOH9IjRDYILIg1wjsbTvXGV4O9wutrMNkC7JACt9gusWpckynvwgcIcB5wWKfqYgl8QfnMONMGqn0QfrI-c,0,2021-06-28 19:04,"The word ""Atento"" is a Spanish word that translates to ""attentive"" in English. As a single word, it doesn't convey a sentiment on its own. Therefore, the sentiment of this text is neutral.",Atento,neutral,0,,,,
Juan Arce,"La gente se queja y a mi me sirve muchisimo,pienso dejar mi trabajo y hacer solo rapi",5,gp:AOqpTOFVK6I_U5eLRoXSrWFgnNzLdx0T0HhXgYiRhIHcTWb2TanyysRGFfdWBa3c9z6O75rTvE4ren68qyPMUSY,0,2021-06-28 19:01,"The sentiment of the text is generally positive. The speaker seems to be satisfied (""a mi me sirve muchisimo"") and is considering a significant change due to this satisfaction (""pienso dejar mi trabajo y hacer solo rapi""). Despite the mention of people complaining (""La gente se queja""), the speaker's personal sentiment remains positive as they are not affected by these complaints.","La gente se queja y a mi me sirve muchisimo,pienso dejar mi trabajo y hacer solo rapi",positive,1,,,,
Mantenimiento Villanueva Lorenzo,Buen ingreso extra,5,gp:AOqpTOEZ3srklHOb8cqeACppzLVETicPPl8y7qITpzSeRXjJw5b6c5WE0JZ0t3s5YbW4MJgo7KDy-eICxtEXTwA,0,2021-06-28 18:59,"The sentiment of the text is generally positive. The phrase ""Buen ingreso extra"" translates to ""Good extra income"" in English. The use of the word ""buen"" (good) indicates a positive sentiment, as it suggests satisfaction or positivity regarding the extra income.",Buen ingreso extra,positive,1,,,,
Nervin Mouricia,"Intente abrir una cuenta, fue aceptada pero cuando fui a abrirla me aparecio un numero que no es el que yo puse y ahora no puedo abrir la cuenta.",2,gp:AOqpTOHf2WltIJxKTcpiNtoTZ7mjp9ieVcZi2bsJ_85eoyXmrRe0G0XYc70WlWu3ZHSVVO39SOSWCphL1ScVMd4,0,2021-06-28 18:44,"The sentiment of the text is negative. The author expresses frustration and dissatisfaction due to a problem they encountered while trying to open an account. The issue is that a different number appeared than the one they input, preventing them from opening the account. This creates a negative sentiment as the author is facing an obstacle and is unable to accomplish their goal.","Intente abrir una cuenta, fue aceptada pero cuando fui a abrirla me aparecio un numero que no es el que yo puse y ahora no puedo abrir la cuenta.",neutral,0,,,,
Moisias De Lima,Buena,5,gp:AOqpTOEHVxd565p2ZqG8pHU04uttAQ51P4KunXo2d0l_RIyWcCOXUkK9OzQZirKRsrDPetIW1_0Vs2f9-AnB37g,0,2021-06-28 18:40,"The sentiment of the text ""Buena"" is generally positive. The word ""Buena"" is Spanish and translates to ""good"" in English. The sentiment is positive because the term is often used to express approval or satisfaction. However, without more context, it's hard to provide a more detailed analysis.",Buena,positive,1,,,,
Luisa Fernandez,Facil y rapido de trabajar,5,gp:AOqpTOGzcuRSWHVOmvqukg6HrjQ8Nd9K7QiIxpPEm2zWwGxoFKBa7fydiXkhkpiYI2ljzZCNv1KZGQ7aeuFftR4,0,2021-06-28 18:39,"The sentiment of the text is generally positive. The Spanish phrase ""Facil y rapido de trabajar"" translates to ""Easy and quick to work with"" in English. This implies a positive experience or expectation, as the adjectives ""easy"" and ""quick"" are used in a positive context.",Facil y rapido de trabajar,positive,1,,,,
Gera Wong,Bien,5,gp:AOqpTOFWiPfjQMPdUQjHP25XL19nv1FJjvd8nx5MYfjD1QCmJATuyAn4mhNvE_VORAxMQRbC0CNYgc9UjJHGd3Q,0,2021-06-28 18:37,"The sentiment of the text ""Bien"" is generally positive. This is a Spanish word that translates to ""good"" or ""well"" in English. The sentiment is positive because it indicates approval or satisfaction.",Bien,positive,1,,,,
Gaston Robles,Buena app. Aunque falta pulirla,5,gp:AOqpTOE6Vj3pFhzaOWCWpuoZQl_2FTwBazv8hbmoRSBjNkQe6QWa5KqzsuOTkaxaAo1Is5X-7nfpFi9AXY0AZM0,0,2021-06-28 18:37,"The sentiment of the text is generally neutral. The user acknowledges that the app is good (positive sentiment) with the phrase ""Buena app."" However, the user also suggests that there is room for improvement (slight negative sentiment) with the phrase ""Aunque falta pulirla,"" which translates to ""Although it needs polishing."" The overall sentiment is neutral because the positive and negative sentiments balance each other out.",Buena app. Aunque falta pulirla,neutral,0,,,,
Interconexion Gamer,"Llevo desbe la 4 hasta la 7 pm y no deja conectarme ya me tomé mil fotos y la app no me deja conectarme perdida de tiempo y dinero cuiden a sus repartidores, si esa forma no sirve pues quiten la y ya",1,gp:AOqpTOHV8ZfagTmeUJQfHna7NVl51QWAbmY2opwChspvqAqrATYICvKLie3CsQRxvkiqt3botUJ4M1FrdRlbV0g,0,2021-06-28 18:33,"The sentiment of the text is negative. The author expresses frustration and dissatisfaction with an app that is not working properly (""no deja conectarme ya me tomé mil fotos y la app no me deja conectarme""). They also mention a loss of time and money (""perdida de tiempo y dinero""), which further emphasizes their negative experience. The final part of the text is a call to action to the app developers or managers to take care of their delivery people and to remove the problematic feature (""cuiden a sus repartidores, si esa forma no sirve pues quiten la y ya""), which also indicates dissatisfaction and frustration.","Llevo desbe la 4 hasta la 7 pm y no deja conectarme ya me tomé mil fotos y la app no me deja conectarme perdida de tiempo y dinero cuiden a sus repartidores, si esa forma no sirve pues quiten la y ya",negative,-1,,,,
Ismael Jimenez,Buena app y es un gusto trabajar para la plataforma,5,gp:AOqpTOFKD9BVkgoL4Kgq4sirGNA9dIryMUiwDcT28vq6zTRwJDZADkVXaO5SeLsgpwp7a1bG_N2Uk2n-KDY8SsM,0,2021-06-28 18:23,"The sentiment of the text is generally positive. The text is in Spanish and translates to ""Good app and it's a pleasure to work for the platform."" The use of words like ""buena"" (good) and ""gusto"" (pleasure) indicate a positive sentiment towards the app and the platform.",Buena app y es un gusto trabajar para la plataforma,positive,1,,,,
Denilson Teran,Pagan mal los pedidos,1,gp:AOqpTOEf5Ah0_bVn2ZOSmCWa22Z5lCbRuKiv2GsqUT8SkT5xDsOqpezFB4-ntFMGazKOYus2DFSPSYzZ2GbcWoY,0,2021-06-28 18:10,"The sentiment of the text is negative. The phrase ""Pagan mal los pedidos"" is in Spanish and translates to ""They pay badly for the orders"". This indicates dissatisfaction or a complaint about the payment for orders, which is a negative sentiment.",Pagan mal los pedidos,negative,-1,,,,
Jesus Eduardo Rocha,Una Joya para generaf ganacias 😊,5,gp:AOqpTOEanFGIONfmVKWeCXmECAt4Ml6Ew-bkqg3bX1qcAf1iY_yyTHd87zyC-KqyQ_jetUtNxVLJ21XHYAdri4U,0,2021-06-28 18:10,"The sentiment of the text is generally positive. The phrase ""Una Joya para generaf ganacias"" translates to ""A gem to generate profits"" in English, which indicates a positive outlook or expectation. The use of the smiling face emoji 😊 further reinforces this positive sentiment.",Una Joya para generaf ganacias 😊,positive,1,,,,
Octavio Gutierrez,Exelente,5,gp:AOqpTOGL5Tr56YDjS-WcjJ6pN_rdgwfP21GhdaVxYvwd3dwOn6NB-UV_MrLk4jcQupJV_lHLsWfjTvXgQ8kFoGg,0,2021-06-28 18:08,"The sentiment of the text is positive. The word ""Exelente"" is a misspelling of the Spanish word ""Excelente"", which translates to ""Excellent"" in English. This word is generally used to express a high degree of satisfaction or approval, which is a positive sentiment.",Exelente,positive,1,,,,
Jose Miguel Rodriguez,Execelente,5,gp:AOqpTOFnPmlpeBvwCN7CA4MTt_jzvpiMZYIuWynlEXYXkbeeux5BcPhdeUhpruRWVeBGe4EvJzOVDCVCQsZvA5c,0,2021-06-28 18:06,"The sentiment of the text is positive. The word ""Execelente"" seems to be a misspelling of the Spanish word ""Excelente"", which translates to ""Excellent"" in English. This word is generally used to express a high degree of satisfaction or approval, which is a positive sentiment.",Execelente,positive,1,,,,
esther juarez,Por ahora todo excelente,5,gp:AOqpTOEwH4ta9osycvWY275F49dzp666i-VmYO-gxKXW4R4f22OvfF0iBXW2N9W1FMOv63g3VJ5sqKSmN2CWyVc,0,2021-06-28 18:01,"The sentiment of the text is generally positive. The phrase ""Por ahora todo excelente"" translates to ""For now, everything is excellent"" in English. The use of the word ""excellent"" indicates a high degree of satisfaction or approval, which is a positive sentiment.",Por ahora todo excelente,positive,1,,,,
Jose Diaz Bocardo,"La aplicacion va mejorando, su soporte todavia les falla",5,gp:AOqpTOGb_-nQrgbkKUQK6cnTcogCmbE0Fisvf3rQleyM5Xb_mtdV4EX-EiBFpUAG0SmQxBQ5Nmt8f325PwSM_FU,0,2021-06-28 18:00,"The sentiment of the text is mixed. The first part of the sentence, ""La aplicacion va mejorando,"" has a positive sentiment as it suggests that the application is improving. However, the second part, ""su soporte todavia les falla,"" conveys a negative sentiment, indicating that the support still fails or is not up to the mark.","La aplicacion va mejorando, su soporte todavia les falla",neutral,0,,,,
Erick Perdomo,Excelente para todos,5,gp:AOqpTOGUy068Uw4_49jfrj5lUzzGEc8D1q9_tIISd8rYHKG50AD37ImHW44vHEU_sgqHh3NoM4Ng5ME-PQmMDvs,0,2021-06-28 17:57,"The sentiment of the text is generally positive. The Spanish phrase ""Excelente para todos"" translates to ""Excellent for everyone"" in English. The word ""excelente"" conveys a strong positive emotion, and the phrase as a whole suggests a positive outcome or situation for everyone involved.",Excelente para todos,positive,1,,,,
aldo xD,Ya ni pedidos caen 😢😢,5,gp:AOqpTOGWAaHM7ZSuLfFuycZIHyLZNVF64XyAK6UWgM2kE0hp-B9_aNMoPeNyICVUd-5z3cODIWm20ecTvX8_mlk,0,2021-06-28 17:55,"The sentiment of the text is negative. The text is in Spanish and translates to ""Not even orders are falling 😢😢"". The use of the crying emoji twice emphasizes a sense of disappointment or sadness, which contributes to the negative sentiment.",Ya ni pedidos caen 😢😢,negative,-1,,,,
Kelyn Duque,"Hice la inscripcion hace mas de 4 meses y una no validan mis datos. Nadie me da solucion. Ni el encargado de la zona donde vivo, no le importan los mensajes parece que hay que rogarles.",1,gp:AOqpTOETrNx1AzG3MB2SjGJkh2iW_GiEdKJ3bG0LWr5rc9-s46rIZ7L2sMzU7p0PeEGCYyBjkvaRSql0V-YWxDk,0,2021-06-28 17:54,"The sentiment of the text is negative. The author expresses frustration and dissatisfaction with a process that has taken longer than expected (""Hice la inscripcion hace mas de 4 meses y una no validan mis datos""). They also feel ignored or neglected, as indicated by phrases like ""Nadie me da solucion"" and ""no le importan los mensajes parece que hay que rogarles"". These phrases suggest a lack of response or assistance from those in charge, contributing to the overall negative sentiment.","Hice la inscripcion hace mas de 4 meses y una no validan mis datos. Nadie me da solucion. Ni el encargado de la zona donde vivo, no le importan los mensajes parece que hay que rogarles.",negative,-1,,,,
Reinaldo Trujillo,excelente.,5,gp:AOqpTOFUZc5MXxX6P2xX_uTg6SlsOphNiZ_MoSgaPAlJ_aa4eMrdfdpOKRYu_JqoZ82bxLShj9XLdFaQwwEPa18,0,2021-06-28 17:50,"The sentiment of the text is positive. The word ""excelente"" is Spanish for ""excellent,"" which conveys a positive emotion or reaction.",excelente.,positive,1,,,,
Ulises martin Cervantes ruiz,Excelente aplicacion para trabajar en tus tiempos libres,5,gp:AOqpTOG7yZIe9zeCXmKzhtqQQMmdOQM8q-guDJlDu02_f0TKsNsfdZ4lqpKsqAPkvfQhoUCLK_FQI1DSpbtiPPE,0,2021-06-28 17:48,"The sentiment of the text is generally positive. The text is in Spanish and translates to ""Excellent application to work in your free time."" The use of the word ""excellent"" indicates a high level of satisfaction or approval, which is a positive sentiment. The context also suggests that the speaker finds the application useful for working during their free time, further reinforcing the positive sentiment.",Excelente aplicacion para trabajar en tus tiempos libres,positive,1,,,,
erre11,Asta ahora muy rentable como para sacar algo de dinero extra,5,gp:AOqpTOG_SiSpxvy3jPlJjY0fU8oKlW2W0BwT_ksSmp42OG0mxcylpcARvOQF6G86uHlqRivKOE-gOm6PUXXCRmA,0,2021-06-28 17:45,"The sentiment of the text is generally positive. The text is in Spanish and translates to ""So far very profitable to make some extra money."" The use of words like ""very profitable"" and ""extra money"" indicates a positive sentiment as they suggest a beneficial or advantageous situation.",Asta ahora muy rentable como para sacar algo de dinero extra,positive,1,,,,
Kevin Antonio Larragoiti Santes,Muy chida,5,gp:AOqpTOEbOIPTSjoiYqK_8818xVSIFxJlSd6IPV46Gvebm6eHXJQ6-ExjLFsC8GFiafZTLyZsS4JI8HyK6J1ai-E,0,2021-06-28 17:43,"The sentiment of the text ""Muy chida"" is generally positive. This phrase is in Spanish and translates to ""very cool"" in English. The word ""chida"" is a slang term used in Mexico to describe something as cool or awesome, and ""muy"" intensifies this positive sentiment by meaning ""very"". Therefore, the sentiment expressed is one of approval or admiration.",Muy chida,positive,1,,,,
danilo mariño,Cada q actualizan empeoran la app!! Q problrma con usted de verdad!!! Uno no puede trabajar tranquilo,1,gp:AOqpTOGqRJCG7pZrWRSOC32F8EcV7nD8aM560Ms_YvJ_oGFMFs6SjKk5ILBdgtLyuabhxq7XzX4Q6WN5qmm-IZg,4,2021-06-28 17:40,"The sentiment of the text is negative. The author expresses frustration and dissatisfaction with the continuous updates of an application, which they perceive as worsening its performance. The use of exclamation marks and phrases like ""empeoran la app"" (they worsen the app) and ""problema con usted de verdad"" (real problem with you) indicate a strong negative emotion. The author also mentions an impact on their work, suggesting that the issue is causing them significant distress.",Cada q actualizan empeoran la app!! Q problrma con usted de verdad!!! Uno no puede trabajar tranquilo,negative,-1,,,,
Eduardo Alfaro,Chidos,5,gp:AOqpTOExZl5D8wjjOl2t5eOIALnh56CyYxYXa3_VimAs-ZkyGqQxDfjSeRLZ5B9oiFXNxjU0Zh6mvxumRH6GXPY,0,2021-06-28 17:39,"The sentiment of the text ""Chidos"" is neutral. This is a Spanish slang term that translates to ""cool"" or ""nice"" in English. However, without any additional context or information, it's impossible to determine the sentiment. It could be positive if used to describe something the speaker likes, or negative if used sarcastically. As it stands alone, the sentiment is neutral.",Chidos,positive,1,,,,
Cristian Hernandez Marquez,Lo mejor,5,gp:AOqpTOHDQCAqpMtdphvWFnsJX4-5VkBqB-YLnU5tpMLsfPNAPNh3-Agm5gnGnk7bIzdFHR10XT8R3TRK7GrBQTw,0,2021-06-28 17:34,"The sentiment of the text ""Lo mejor"" which translates to ""The best"" in English, is generally positive. This phrase is often used to express approval or high regard for something or someone, indicating a positive sentiment.",Lo mejor,positive,1,,,,
